0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
6.557848193490333,6.80722491588891,11.366534814925666,9.97904370850034,12.716004871482522,19.72677044692897,22.847505781653865,24.558961476700734,25.678808782606854,30.76476417059954,31.29087889705376,31.80714263802029,18.937929242489812,15.066232504277682,15.407746040346279,16.320487913436224,21.645327211183695,22.07196081565535,33.293019545271385,35.02446449069722,36.94700454765684,35.48929807168781,20.345488050353094,10.212370500607747
10.912958583485615,11.041032778488294,12.195932466593996,9.750224459255543,11.929353018845632,15.138094508624716,27.5899300163804,27.684378408747854,27.252175766760818,32.46065699310553,30.02790513861075,28.897623205421247,19.912263727248234,19.401806353675074,16.342241335180862,13.59195057605533,16.744546307319354,19.14079384631148,28.84223483551889,32.25486960735136,35.60291732975219,30.1478030477012,19.950430039703004,13.822543617781722
8.826590429936141,4.071537241761945,7.869675526783583,7.794618924438444,8.946038939409224,16.87034366025477,26.016782653350873,22.13365066865697,23.81455359524002,26.64069631926569,29.585313272907836,25.250531941012024,21.45674014768172,19.5621911330767,17.67427782307384,16.709080583779176,21.08362439377578,22.048365637053514,24.519683307550405,32.88421858838765,37.52881727391219,30.82772825443338,21.316037680684392,10.947780806581655
8.555164269766651,8.456954854117232,7.3341270102872524,11.641249063132168,10.59266044441602,14.962199505452897,25.24804586875198,24.75513657985709,26.38698203799343,34.8643480993947,26.188921544389387,27.45673374878599,22.431573665979144,16.803139213800176,17.358382119037696,17.515153807997486,18.23140597598443,23.658869864901817,24.410328564802,35.49334012370881,39.193551962030284,30.663733793332018,20.357194399776226,12.808202073817943
8.336050514429008,8.71961461741027,10.218136993126084,5.443714508886582,9.620553239185124,18.857133851571398,18.932991288965912,23.38415620663878,25.113946322137316,31.922482707627488,24.902479894860605,27.818370316741927,23.59420652158461,20.78426176280997,14.851667534974498,13.07336553876921,21.189376266922658,28.11796520714123,33.13402506847578,30.90566302258916,37.77672547944177,30.30489487281622,23.744265938431923,13.459803866031859
11.215901176486124,11.083934146187758,12.796159458422647,13.173661928163316,10.526528345312245,21.390924652142814,25.108455360330645,22.73906460171066,29.596803006847033,32.518248775832646,29.567344166207736,28.97865394940662,22.336676022943127,18.769813532821612,13.652653259661411,16.32850714348817,21.59828105268958,21.22615182235411,31.06865342911701,32.96405248159531,40.70849632783136,30.652746487102103,21.185120840978676,10.210587589555661
7.4227647822539335,8.695845527834315,12.670796309714007,8.311820669001268,10.813903316232782,17.68327438567335,17.61736567238527,22.329898138019406,22.388335603433845,29.67569493213549,33.91230620634056,28.455977904075564,20.018780022721497,15.090694252393128,15.816850388776857,17.523022994769544,20.13324476038796,23.380834767847748,22.105320223818968,34.52860345841784,36.32707659532376,33.57143426049696,21.691071890582847,12.719772079269958
7.701495964561188,6.720342518768737,9.44791224288064,7.16433399990712,13.62912891392386,12.42713691128117,17.71011037744043,26.891277771444052,20.958182057953213,31.17794484655603,29.984311136912083,29.11895437015781,23.676406921075024,19.221644230390233,17.15005950325612,16.567267092043743,18.28920586853408,28.09376573871419,27.775214828641978,38.25956446053645,40.24334917271269,29.3247334482706,26.450769110726263,14.631543335127299
5.928993293056592,6.384981405600227,6.628290013721097,9.822485330361786,11.807074635664945,14.270220387390458,21.38758740240164,26.88681743634136,23.85977280681625,29.312121622331233,23.827089288954614,28.054649742156194,19.462634331034277,14.894103750059372,14.633912075147718,15.342463068401981,20.753373774531152,23.898852634976464,24.773048825275342,30.861356510914213,39.45611137244145,32.79736900460715,17.78238025693518,10.79495047253052
4.124218335821784,7.588104794940834,9.115883642280496,9.074290604698156,8.850316912319501,18.243520247535777,21.799158842719105,22.7133462012381,28.215412890681577,30.215871421679566,28.379094647714332,29.25234003449167,27.096369292581766,17.717869419744527,16.21642805487397,18.052637099005093,17.245208284434376,22.80133980282123,31.622638939774525,32.42754843198556,38.177278105133794,25.532711906220786,23.271995815732843,10.26783295384081
